complaint,emotion
Hospital staff in Guwahati behaving rudely toward patients.,anger
"Water tanker skipped our street in at the bus stop, causing shortage.",anger
"Water tanker skipped our street in at the bus stop, causing shortage.",anger
"Residents in in the municipal ward, Coimbatore are receiving very low water pressure.",anger
"Ambulance delays causing panic in in our colony, Pune.",anger
Water supply is cut off without notice; elderly people in in our colony are affected.,anger
"Respiratory issues increasing due to pollution in inside the hostel, Madurai.",anger
"Vegetables sold at the local market in near the market, Lucknow appear rotten and overpriced.",anger
Dumping yard near the colony emits foul smell at night in Madurai.,anger
"Vegetables sold at the local market in inside the hostel, Hyderabad appear rotten and overpriced.",anger
"Ambulance delays causing panic in in the municipal ward, Pune.",anger
"Respiratory issues increasing due to pollution in inside the hostel, Visakhapatnam.",anger
Harassment incidents reported on in the municipal ward road in Mumbai.,anger
"Respiratory issues increasing due to pollution in near the market, Hyderabad.",anger
"Vegetables sold at the local market in beside the park, Coimbatore appear rotten and overpriced.",anger
Harassment incidents reported on in the municipal ward road in Chennai.,anger
Vegetables in the outside the school market of Visakhapatnam were rotten and overpriced.,anger
Vegetables in the outside the school market of Pune were rotten and overpriced.,anger
Harassment incidents reported on in our colony road in Trichy.,anger
Vegetables in the on the main road market of Trichy were rotten and overpriced.,anger
Hospital staff in Mumbai behaving rudely toward patients.,anger
"Ambulance delays causing panic in in our colony, Lucknow.",anger
Water supply is cut off without notice; elderly people in inside the hostel are affected.,anger
"Residents in in the municipal ward, Jaipur are receiving very low water pressure.",anger
"Ambulance delays causing panic in at the bus stop, Visakhapatnam.",anger
Water tanker hasn’t come even after multiple requests.,anger
"Residents in in the municipal ward, Mysuru are receiving very low water pressure.",anger
Harassment incidents reported on near the temple road in Chennai.,anger
Hospital staff in Hyderabad behaving rudely toward patients.,anger
Hospital staff in Hyderabad behaving rudely toward patients.,anger
Hospital staff in Hyderabad behaving rudely toward patients.,anger
Hospital staff in Jaipur behaving rudely toward patients.,anger
"Garbage truck skipped collection for a week in in the municipal ward, Madurai.",anger
"Ambulance delays causing panic in behind the apartment, Thiruvananthapuram.",anger
"Ambulance delays causing panic in beside the park, Mumbai.",anger
"Respiratory issues increasing due to pollution in in our colony, Vellore.",anger
Harassment incidents reported on near the market road in Bengaluru.,anger
"Residents in in the municipal ward, Kochi are receiving very low water pressure.",anger
"Ambulance delays causing panic in by the lake, Madurai.",anger
Water supply is cut off without notice; elderly people in on the main road are affected.,anger
Dumpyard near near the railway station releases foul smell daily.,anger
Water supply is cut off without notice; elderly people in near the temple are affected.,anger
"Respiratory issues increasing due to pollution in in our colony, Vellore.",anger
Auto drivers overcharging at inside the hostel in Indore.,anger
"People dumping plastic near the empty plot in in the municipal ward, Surat.",anger
Trash burning openly in near the railway station; causing health issues.,anger
Traffic signals not working at at the bus stop intersection in Bengaluru.,anger
Milk from the milkman in Surat seemed adulterated.,anger
Milk from the ration shop in Jaipur seemed adulterated.,anger
"Traffic signals are not functioning at the intersection of in the municipal ward, Kolkata.",anger
"Restaurant in near the temple, Lucknow served spoiled meat.",anger
"Traffic signals are not functioning at the intersection of beside the park, Hyderabad.",anger
Dairy products from tea stall in Pune had foul smell.,anger
"Restaurant in on the main road, Bhopal served spoiled meat.",anger
Milk from the restaurant in Kochi seemed adulterated.,anger
"Restaurant in on the main road, Visakhapatnam served spoiled meat.",anger
Milk from the street vendor in Jaipur seemed adulterated.,anger
"There is a major leak in the pipeline outside my house in in our colony, Bhopal.",anger
"Biscuit packet bought from street vendor in in the municipal ward, Trichy contained insects.",anger
"Biscuit packet bought from street vendor in near the railway station, Trichy contained insects.",anger
Milk from the vegetable stall in Jaipur seemed adulterated.,anger
"Multiple theft incidents reported in at the bus stop, Indore.",anger
Dairy products from tea stall in Guwahati had foul smell.,anger
Essential medicines unavailable at hospital pharmacy in Coimbatore.,anger
"Garbage piles up every day in in the municipal ward, Pune; bins are not emptied.",anger
"Restaurant in near the railway station, Visakhapatnam served spoiled meat.",anger
"Biscuit packet bought from milkman in near the market, Bhopal contained insects.",anger
Garbage truck missed our street for three collection cycles in beside the park.,anger
Milk from the dhabha in Bhopal seemed adulterated.,anger
"Biscuit packet bought from local shop in beside the park, Surat contained insects.",anger
Traffic signals not working at in our colony intersection in Nagpur.,anger
Milk from the dhabha in Guwahati seemed adulterated.,anger
"Restaurant in near the market, Hyderabad served spoiled meat.",anger
Public toilet in by the lake is extremely unhygienic.,anger
"Restaurant in near the railway station, Bhopal served spoiled meat.",anger
There have been frequent thefts reported near on the main road in Mumbai.,anger
Public toilet in by the lake is extremely unhygienic.,anger
Milk from the fruit seller in Visakhapatnam seemed adulterated.,anger
Public toilet in by the lake is extremely unhygienic.,anger
Traffic signals not working at beside the park intersection in Coimbatore.,anger
"Restaurant in near the railway station, Trichy served spoiled meat.",anger
Traffic signals not working at behind the apartment intersection in Mysuru.,anger
"Biscuit packet bought from milkman in behind the apartment, Mangalore contained insects.",anger
"Garbage piles up every day in near the temple, Patna; bins are not emptied.",anger
"Garbage piles up every day in near the temple, Chennai; bins are not emptied.",anger
Trash burning openly in near the railway station; causing health issues.,anger
Dairy products from the milkman in Bengaluru have a strange smell.,anger
Public toilet in behind the apartment is extremely unhygienic.,anger
"Restaurant in outside the school, Bengaluru served spoiled meat.",anger
Essential medicines unavailable at hospital pharmacy in Hyderabad.,anger
"Garbage collection delayed for days in near the market, Surat.",anger
"Multiple theft incidents reported in in the municipal ward, Kochi.",anger
"Pregnant woman denied timely care at the local health centre in in the municipal ward, Thiruvananthapuram.",anger
The mess food in the hostel tastes spoiled and smells bad.,anger
"Pregnant woman denied timely care at the local health centre in in the municipal ward, Nagpur.",anger
The hotel served undercooked chicken.,anger
Essential medicines unavailable at hospital pharmacy in Indore.,anger
"Multiple theft incidents reported in in the municipal ward, Thiruvananthapuram.",anger
"Multiple theft incidents reported in inside the hostel, Guwahati.",anger
"The food served at the tea stall in outside the school, Bengaluru was stale.",anger
