complaint,category
Dairy products from the bakery in Nagpur have a strange smell.,food
Dairy products from the bakery in Pune have a strange smell.,food
Dairy products from the canteen in Delhi have a strange smell.,food
Dairy products from the canteen in Thiruvananthapuram have a strange smell.,food
Dairy products from the dhabha in Guwahati have a strange smell.,food
Dairy products from the local shop in Nagpur have a strange smell.,food
Dairy products from the mess in Hyderabad have a strange smell.,food
Dairy products from ration shop in Nagpur had foul smell.,food
"Students fell ill after eating from the street vendor in by the lake, Trichy.",food
"Street street vendor cooking in unhygienic conditions in opposite the hospital, Delhi.",food
"Students fell ill after eating from the street vendor in behind the apartment, Mysuru.",food
"Restaurant in behind the apartment, Hyderabad served spoiled meat.",food
"Restaurant in behind the apartment, Jaipur served spoiled meat.",food
"Restaurant in behind the apartment, Kolkata served spoiled meat.",food
"Restaurant in behind the apartment, Mumbai served spoiled meat.",food
"Restaurant in behind the apartment, Nagpur served spoiled meat.",food
"Restaurant in behind the apartment, Nagpur served spoiled meat.",food
"Restaurant in behind the apartment, Surat served spoiled meat.",food
"Restaurant in behind the apartment, Thiruvananthapuram served spoiled meat.",food
"Restaurant in behind the apartment, Trichy served spoiled meat.",food
"Restaurant in beside the park, Bengaluru served spoiled meat.",food
"Restaurant in beside the park, Lucknow served spoiled meat.",food
"Restaurant in beside the park, Mangalore served spoiled meat.",food
"Restaurant in beside the park, Mysuru served spoiled meat.",food
"Restaurant in by the lake, Coimbatore served spoiled meat.",food
"Restaurant in by the lake, Hyderabad served spoiled meat.",food
"Restaurant in by the lake, Madurai served spoiled meat.",food
"Restaurant in by the lake, Nagpur served spoiled meat.",food
"Restaurant in by the lake, Nagpur served spoiled meat.",food
"Restaurant in by the lake, Thiruvananthapuram served spoiled meat.",food
"Restaurant in by the lake, Trichy served spoiled meat.",food
"Restaurant in in our colony, Delhi served spoiled meat.",food
"Restaurant in in our colony, Mysuru served spoiled meat.",food
"Restaurant in in our colony, Thiruvananthapuram served spoiled meat.",food
"Restaurant in in our colony, Trichy served spoiled meat.",food
"Restaurant in in the municipal ward, Jaipur served spoiled meat.",food
"Restaurant in in the municipal ward, Kolkata served spoiled meat.",food
"Restaurant in inside the hostel, Indore served spoiled meat.",food
"Restaurant in behind the apartment, Chennai served spoiled meat.",food
"Restaurant in inside the hostel, Indore served spoiled meat.",food
"Restaurant in behind the apartment, Chennai served spoiled meat.",food
"Restaurant in behind the apartment, Bengaluru served spoiled meat.",food
Milk from the street vendor in Lucknow seemed adulterated.,food
Milk from the street vendor in Jaipur seemed adulterated.,food
Milk from the street vendor in Indore seemed adulterated.,food
Milk from the street vendor in Bhopal seemed adulterated.,food
Milk from the restaurant in Pune seemed adulterated.,food
Milk from the restaurant in Pune seemed adulterated.,food
Milk from the restaurant in Kochi seemed adulterated.,food
Milk from the restaurant in Hyderabad seemed adulterated.,food
Milk from the restaurant in Chennai seemed adulterated.,food
Milk from the restaurant in Bengaluru seemed adulterated.,food
Milk from the restaurant in Bengaluru seemed adulterated.,food
Milk from the ration shop in Surat seemed adulterated.,food
Milk from the ration shop in Patna seemed adulterated.,food
Milk from the ration shop in Mysuru seemed adulterated.,food
Milk from the ration shop in Mumbai seemed adulterated.,food
Milk from the ration shop in Mangalore seemed adulterated.,food
Milk from the ration shop in Madurai seemed adulterated.,food
Milk from the ration shop in Lucknow seemed adulterated.,food
Milk from the ration shop in Jaipur seemed adulterated.,food
Milk from the ration shop in Indore seemed adulterated.,food
Milk from the ration shop in Hyderabad seemed adulterated.,food
Milk from the ration shop in Guwahati seemed adulterated.,food
Milk from the ration shop in Chennai seemed adulterated.,food
"Restaurant in at the bus stop, Bengaluru served spoiled meat.",food
"Restaurant in at the bus stop, Chennai served spoiled meat.",food
"Restaurant in at the bus stop, Mumbai served spoiled meat.",food
"Restaurant in at the bus stop, Surat served spoiled meat.",food
"Restaurant in behind the apartment, Bengaluru served spoiled meat.",food
"Restaurant in inside the hostel, Kochi served spoiled meat.",food
"Restaurant in inside the hostel, Pune served spoiled meat.",food
"Restaurant in near the market, Hyderabad served spoiled meat.",food
"Biscuit packet bought from canteen in near the railway station, Madurai contained insects.",food
"Biscuit packet bought from canteen in outside the school, Indore contained insects.",food
"Biscuit packet bought from dhabha in beside the park, Kolkata contained insects.",food
"Biscuit packet bought from dhabha in by the lake, Patna contained insects.",food
"Biscuit packet bought from dhabha in near the market, Madurai contained insects.",food
"Biscuit packet bought from fruit seller in in our colony, Surat contained insects.",food
"Biscuit packet bought from fruit seller in inside the hostel, Kolkata contained insects.",food
"Biscuit packet bought from fruit seller in inside the hostel, Patna contained insects.",food
"Biscuit packet bought from fruit seller in inside the hostel, Trichy contained insects.",food
"Biscuit packet bought from fruit seller in near the railway station, Bengaluru contained insects.",food
"Biscuit packet bought from fruit seller in near the railway station, Bengaluru contained insects.",food
"Biscuit packet bought from fruit seller in near the railway station, Mumbai contained insects.",food
"Biscuit packet bought from fruit seller in opposite the hospital, Thiruvananthapuram contained insects.",food
"Biscuit packet bought from fruit seller in outside the school, Jaipur contained insects.",food
"Biscuit packet bought from local shop in at the bus stop, Hyderabad contained insects.",food
"Biscuit packet bought from local shop in beside the park, Surat contained insects.",food
"Biscuit packet bought from local shop in by the lake, Mumbai contained insects.",food
"Biscuit packet bought from local shop in in our colony, Kolkata contained insects.",food
"Biscuit packet bought from local shop in near the market, Surat contained insects.",food
"Biscuit packet bought from local shop in opposite the hospital, Patna contained insects.",food
"Biscuit packet bought from local shop in outside the school, Chennai contained insects.",food
"Biscuit packet bought from local shop in outside the school, Vellore contained insects.",food
"Biscuit packet bought from mess in at the bus stop, Visakhapatnam contained insects.",food
"Biscuit packet bought from mess in in the municipal ward, Coimbatore contained insects.",food
"Biscuit packet bought from mess in inside the hostel, Nagpur contained insects.",food
"Biscuit packet bought from mess in inside the hostel, Patna contained insects.",food
"Biscuit packet bought from mess in on the main road, Coimbatore contained insects.",food
"Biscuit packet bought from canteen in near the market, Lucknow contained insects.",food
"Students fell ill after eating from the street vendor in beside the park, Delhi.",food
"Biscuit packet bought from canteen in behind the apartment, Thiruvananthapuram contained insects.",food
"Biscuit packet bought from canteen in behind the apartment, Madurai contained insects.",food
"Restaurant in near the market, Hyderabad served spoiled meat.",food
"Restaurant in near the market, Indore served spoiled meat.",food
"Restaurant in near the market, Mysuru served spoiled meat.",food
