,complaint,category,emotion,department
334,"Borewell dried up; families in in our colony, Madurai are struggling.",water,anger,Municipality
335,"Borewell dried up; families in in our colony, Mangalore are struggling.",water,anger,Municipality
336,"Borewell dried up; families in in our colony, Mangalore are struggling.",water,concern,Municipality
337,"Borewell dried up; families in in our colony, Mumbai are struggling.",water,concern,Municipality
338,"Borewell dried up; families in in our colony, Nagpur are struggling.",water,anger,Municipality
339,"Borewell dried up; families in in our colony, Pune are struggling.",water,anger,Municipality
340,"Borewell dried up; families in in our colony, Pune are struggling.",water,sadness,Municipality
341,"Borewell dried up; families in in our colony, Surat are struggling.",water,urgency,Municipality
342,"Borewell dried up; families in in our colony, Vellore are struggling.",water,worry,Municipality
343,"Borewell dried up; families in in our colony, Visakhapatnam are struggling.",water,neutral,Municipality
344,"Borewell dried up; families in in the municipal ward, Guwahati are struggling.",water,frustration,Municipality
345,"Borewell dried up; families in in the municipal ward, Kochi are struggling.",water,anger,Municipality
346,"Borewell dried up; families in in the municipal ward, Mysuru are struggling.",water,anger,Municipality
347,"Borewell dried up; families in in the municipal ward, Mysuru are struggling.",water,worry,Municipality
348,"Borewell dried up; families in in the municipal ward, Trichy are struggling.",water,neutral,Municipality
349,"Borewell dried up; families in in the municipal ward, Visakhapatnam are struggling.",water,concern,Municipality
350,"Borewell dried up; families in inside the hostel, Bhopal are struggling.",water,concern,Municipality
351,"Borewell dried up; families in inside the hostel, Kochi are struggling.",water,concern,Municipality
352,"Borewell dried up; families in inside the hostel, Kochi are struggling.",water,sadness,Municipality
353,"Borewell dried up; families in inside the hostel, Kolkata are struggling.",water,neutral,Municipality
354,"Borewell dried up; families in inside the hostel, Patna are struggling.",water,neutral,Municipality
355,"Borewell dried up; families in inside the hostel, Surat are struggling.",water,disgust,Municipality
356,"Borewell dried up; families in inside the hostel, Thiruvananthapuram are struggling.",water,concern,Municipality
357,"Borewell dried up; families in near the market, Bengaluru are struggling.",water,frustration,Municipality
358,"Borewell dried up; families in near the market, Guwahati are struggling.",water,neutral,Municipality
359,"Borewell dried up; families in near the market, Indore are struggling.",water,worry,Municipality
360,"Borewell dried up; families in near the market, Kochi are struggling.",water,concern,Municipality
361,"Borewell dried up; families in near the market, Kochi are struggling.",water,worry,Municipality
362,"Borewell dried up; families in near the market, Mangalore are struggling.",water,disgust,Municipality
363,"Borewell dried up; families in near the market, Mangalore are struggling.",water,disgust,Municipality
364,"Borewell dried up; families in near the market, Mangalore are struggling.",water,sadness,Municipality
365,"Borewell dried up; families in near the market, Mumbai are struggling.",water,frustration,Municipality
366,"Borewell dried up; families in near the market, Vellore are struggling.",water,anger,Municipality
367,"Borewell dried up; families in near the market, Visakhapatnam are struggling.",water,sadness,Municipality
368,"Borewell dried up; families in near the railway station, Bengaluru are struggling.",water,frustration,Municipality
369,"Borewell dried up; families in near the railway station, Chennai are struggling.",water,urgency,Municipality
370,"Borewell dried up; families in near the railway station, Guwahati are struggling.",water,disgust,Municipality
371,"Borewell dried up; families in near the railway station, Visakhapatnam are struggling.",water,anger,Municipality
372,"Borewell dried up; families in near the temple, Coimbatore are struggling.",water,worry,Municipality
373,"Borewell dried up; families in near the temple, Guwahati are struggling.",water,neutral,Municipality
374,"Borewell dried up; families in near the temple, Guwahati are struggling.",water,neutral,Municipality
375,"Borewell dried up; families in near the temple, Madurai are struggling.",water,disgust,Municipality
376,"Borewell dried up; families in near the temple, Trichy are struggling.",water,sadness,Municipality
377,"Borewell dried up; families in near the temple, Vellore are struggling.",water,anger,Municipality
378,"Borewell dried up; families in next to the metro station, Coimbatore are struggling.",water,neutral,Municipality
379,"Borewell dried up; families in next to the metro station, Mysuru are struggling.",water,anger,Municipality
380,"Borewell dried up; families in next to the metro station, Thiruvananthapuram are struggling.",water,sadness,Municipality
381,"Borewell dried up; families in on the main road, Coimbatore are struggling.",water,anger,Municipality
382,"Borewell dried up; families in on the main road, Mangalore are struggling.",water,frustration,Municipality
383,"Borewell dried up; families in on the main road, Thiruvananthapuram are struggling.",water,worry,Municipality
384,"Borewell dried up; families in on the main road, Trichy are struggling.",water,frustration,Municipality
385,"Borewell dried up; families in on the main road, Vellore are struggling.",water,sadness,Municipality
386,"Borewell dried up; families in opposite the hospital, Bhopal are struggling.",water,concern,Municipality
387,"Borewell dried up; families in opposite the hospital, Coimbatore are struggling.",water,disgust,Municipality
388,"Borewell dried up; families in opposite the hospital, Hyderabad are struggling.",water,neutral,Municipality
389,"Borewell dried up; families in opposite the hospital, Madurai are struggling.",water,anger,Municipality
390,"Borewell dried up; families in opposite the hospital, Madurai are struggling.",water,disgust,Municipality
391,"Borewell dried up; families in opposite the hospital, Mangalore are struggling.",water,frustration,Municipality
392,"Borewell dried up; families in opposite the hospital, Mumbai are struggling.",water,disgust,Municipality
393,"Borewell dried up; families in opposite the hospital, Pune are struggling.",water,frustration,Municipality
394,"Borewell dried up; families in outside the school, Mangalore are struggling.",water,concern,Municipality
395,"Borewell dried up; families in outside the school, Mumbai are struggling.",water,frustration,Municipality
396,"Borewell dried up; families in outside the school, Mumbai are struggling.",water,urgency,Municipality
397,"Borewell dried up; families in outside the school, Patna are struggling.",water,sadness,Municipality
398,"Borewell dried up; families in outside the school, Surat are struggling.",water,disgust,Municipality
399,"Borewell dried up; families in outside the school, Surat are struggling.",water,worry,Municipality
400,"Borewell dried up; families in outside the school, Thiruvananthapuram are struggling.",water,sadness,Municipality
401,"Borewell dried up; families in outside the school, Visakhapatnam are struggling.",water,frustration,Municipality
402,"Borewell has run dry; villagers in at the bus stop, Bengaluru need a new source.",water,frustration,Municipality
403,"Borewell has run dry; villagers in at the bus stop, Bengaluru need a new source.",water,urgency,Municipality
404,"Borewell has run dry; villagers in at the bus stop, Vellore need a new source.",water,sadness,Municipality
405,"Borewell has run dry; villagers in by the lake, Bhopal need a new source.",water,disgust,Municipality
406,"Borewell has run dry; villagers in in our colony, Kochi need a new source.",water,anger,Municipality
407,"Borewell has run dry; villagers in in our colony, Pune need a new source.",water,urgency,Municipality
408,"Borewell has run dry; villagers in in the municipal ward, Visakhapatnam need a new source.",water,frustration,Municipality
409,"Borewell has run dry; villagers in inside the hostel, Hyderabad need a new source.",water,disgust,Municipality
410,"Borewell has run dry; villagers in inside the hostel, Kolkata need a new source.",water,disgust,Municipality
411,"Borewell has run dry; villagers in near the market, Thiruvananthapuram need a new source.",water,concern,Municipality
412,"Borewell has run dry; villagers in near the temple, Pune need a new source.",water,anger,Municipality
413,"Borewell has run dry; villagers in on the main road, Bhopal need a new source.",water,anger,Municipality
414,"Borewell has run dry; villagers in on the main road, Hyderabad need a new source.",water,urgency,Municipality
415,"Borewell has run dry; villagers in on the main road, Lucknow need a new source.",water,concern,Municipality
416,"Borewell has run dry; villagers in on the main road, Patna need a new source.",water,anger,Municipality
417,"Borewell has run dry; villagers in on the main road, Thiruvananthapuram need a new source.",water,urgency,Municipality
418,"Borewell has run dry; villagers in on the main road, Vellore need a new source.",water,neutral,Municipality
419,"Borewell has run dry; villagers in on the main road, Visakhapatnam need a new source.",water,neutral,Municipality
420,"Borewell has run dry; villagers in outside the school, Bhopal need a new source.",water,disgust,Municipality
421,"Borewell has run dry; villagers in outside the school, Pune need a new source.",water,frustration,Municipality
422,"Busy junction at at the bus stop, Coimbatore lacks pedestrian crossing.",safety,frustration,Police
423,"Busy junction at at the bus stop, Lucknow lacks pedestrian crossing.",safety,concern,Police
424,"Busy junction at at the bus stop, Mangalore lacks pedestrian crossing.",safety,neutral,Police
425,"Busy junction at at the bus stop, Surat lacks pedestrian crossing.",safety,concern,Police
426,"Busy junction at behind the apartment, Bhopal lacks pedestrian crossing.",safety,sadness,Police
427,"Busy junction at behind the apartment, Coimbatore lacks pedestrian crossing.",safety,worry,Police
428,"Busy junction at behind the apartment, Jaipur lacks pedestrian crossing.",safety,disgust,Police
429,"Busy junction at behind the apartment, Pune lacks pedestrian crossing.",safety,sadness,Police
430,"Busy junction at behind the apartment, Surat lacks pedestrian crossing.",safety,sadness,Police
431,"Busy junction at behind the apartment, Thiruvananthapuram lacks pedestrian crossing.",safety,anger,Police
